,Strain,Media,Type of DOE,Plate,Incubation Time (h),Well position,Condition,pH,Glucose (g/L),Ammonium Sulfate (g/L),Phosphate + Citrate (x),YNB (x),Amino Acid 1 (mM),Amino acid 2 (g/L),Amino acid 2 (g/L).1,Ethanol (g/L),Replicate,Agit_rpm,Amino_acid_Mix (x) ,Calculated OD600 to Nanodrop,Residual glucose (g/l)
283,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E8,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,6.2976,
284,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H9,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,6.4992,2.304906042
285,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G2,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,6.1632,
286,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E12,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,6.3456,
287,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D7,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,6.24,
288,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A11,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,1,300,1,6.7008,1.37800128
289,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F10,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,2,300,1,6.84,
290,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B10,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,3,300,1,6.8784,
291,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G12,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,4,300,1,6.9168,
292,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B5,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,7.512,4.791018493
293,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H10,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,6.9408,
294,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F9,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,7.7952,
295,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C6,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,7.4208,
296,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A1,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,1,300,1,7.632,1.765175555
297,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C2,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,2,300,1,7.8,
298,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A9,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,3,300,1,7.7424,
299,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G4,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,4,300,1,7.4928,
300,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C3,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,6.4464,2.328252096
301,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E1,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,6.5232,
302,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H4,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,6.3312,
303,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C4,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,6.1824,
304,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E2,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,8.0064,4.10284637
305,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G3,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,7.4112,
306,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F7,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,7.704,
307,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F11,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,7.3152,
308,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A6,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,8.016,9.062406404
309,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D9,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,7.5408,
310,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H2,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,6.8544,
311,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E9,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,8.496,
312,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A12,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,1,300,1,7.5456,3.848684009
313,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B2,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,2,300,1,7.8048,
314,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H5,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,3,300,1,7.1808,
315,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D2,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,4,300,1,7.7904,
316,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F6,32,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,0.0,1,300,1,7.9536,3.755280401
317,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H7,32,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,0.0,2,300,1,7.416,
318,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E4,32,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,0.0,3,300,1,7.992,
319,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A10,32,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,0.0,4,300,1,8.0544,
320,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G9,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,7.368,5.821977551
321,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F1,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,8.2992,
322,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E6,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,8.0208,
323,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B7,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,8.4096,
324,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D5,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,7.9536,2.943466526
325,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A3,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,7.9824,
326,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H6,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,7.5744,
327,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C5,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,8.1168,
328,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H1,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,7.224,6.728472408
329,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D12,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,7.56,
330,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D4,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,8.2512,
331,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D3,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,8.2944,
332,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G10,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,1,300,1,7.3344,3.648775595
333,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B4,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,2,300,1,7.9152,
334,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B12,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,3,300,1,7.416,
335,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F2,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,4,300,1,7.7664,
336,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A4,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,8.376,3.645049256
337,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D1,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,8.3952,
338,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B3,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,7.9056,
339,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G5,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,7.8432,
340,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A2,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,6.5472,5.575498462
341,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D10,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,5.9136,
342,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G1,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,5.976,
343,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G8,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,5.784,
344,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E5,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,6.624,4.079064543
345,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E11,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,6.1056,
346,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A8,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,6.4032,
347,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H12,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,,
348,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G7,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,6.0048,3.651291494
349,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D6,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,6.5184,
350,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C7,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,6.408,
351,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B9,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,6.4512,
352,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G6,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,7.3248,3.015350149
353,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C9,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,7.7664,
354,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F8,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,7.536,
355,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F12,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,7.272,
356,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E10,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,8.5296,4.170816406
357,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B6,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,7.7424,
358,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C8,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,8.3664,
359,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A7,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,8.3232,
360,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D11,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,6.3696,4.74902415
361,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B8,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,6.7344,
362,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,A5,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,6.7632,
363,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C12,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,6.12,
364,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D8,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,1,300,1,7.5312,2.039775076
365,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H8,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,2,300,1,7.1952,
366,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B11,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,3,300,1,7.4976,
367,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F5,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,4,300,1,7.4064,
368,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F4,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,1,300,1,5.0976,1.921617105
369,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,B1,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,2,300,1,4.9056,
370,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E7,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,3,300,1,5.0304,
371,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,F3,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,4,300,1,5.1216,
372,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C1,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,1,300,1,5.2416,2.637185644
373,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H3,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,2,300,1,5.352,
374,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H11,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,3,300,1,5.208,
375,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C10,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,4,300,1,5.52,
376,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G11,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,1,300,1,5.6352,2.807917718
377,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,C11,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,2,300,1,5.7648,
378,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E3,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,3,300,1,6.0144,
379,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E8,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,4,300,1,5.8944,
380,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,H9,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,1,300,1,7.4016,4.899416938
381,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,G2,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,2,300,1,7.632,
382,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,E12,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,3,300,1,7.344,
383,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 21,18,D7,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,4,300,1,8.1648,
384,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A11,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,5.525134921,
385,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B10,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,6.721150039,
386,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F10,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,6.943637645,
387,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G12,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,6.747793587,
388,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B5,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,7.129634927,
389,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C6,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,8.630559135,
390,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F9,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,8.274698592,
391,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H10,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,9.787956159,
392,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A1,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,6.181130566,
393,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A9,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,4.911226171,
394,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C2,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,7.729632158,
395,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G4,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,6.594331698,
396,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C3,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,3.478503858,
397,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C4,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,5.649224152,
398,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E1,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,3.877554173,
399,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H4,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,7.739564988,
400,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E2,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,4.464886662,
401,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F7,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,6.727861279,
402,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F11,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,6.777840546,
403,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G3,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,6.212002617,
404,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A6,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,7.222803457,
405,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D9,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,6.521213254,
406,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E9,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,6.9369539,
407,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H2,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,9.432896559,
408,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A12,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,7.160605639,
409,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B2,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,9.511354301,
410,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D2,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,8.927475787,
411,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H5,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,7.776446716,
412,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A10,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,6.272932969,
413,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E4,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,5.730997936,
414,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F6,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,6.462211788,
415,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H7,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,9.018489081,
416,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B7,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,5.327263411,
417,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E6,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,4.02601638,
418,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F1,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,5.062821738,
419,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G9,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,5.370795969,
420,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A3,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,4.480849189,
421,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C5,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,5.352006633,
422,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D5,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,4.915587349,
423,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H6,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,7.107847918,
424,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D3,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,7.072134712,
425,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D4,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,6.660969797,
426,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D12,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,7.854959442,
427,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H1,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,8.294463645,
428,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B4,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,5.743336934,
429,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B12,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,6.657366192,
