,Strain,Media,Type of DOE,Plate,Incubation Time (h),Well position,Condition,pH,Glucose (g/L),Ammonium Sulfate (g/L),Phosphate + Citrate (x),YNB (x),Amino Acid 1 (mM),Amino acid 2 (g/L),Amino acid 2 (g/L).1,Ethanol (g/L),Replicate,Agit_rpm,Amino_acid_Mix (x) ,Calculated OD600 to Nanodrop,Residual glucose (g/l)
430,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F2,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,7.295570691,
431,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G10,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,7.370873909,
432,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A4,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,3.516880404,
433,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B3,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,6.016203995,
434,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D1,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,5.995075058,
435,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G5,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,6.821788057,
436,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A2,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,7.167724416,
437,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D10,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,7.32079243,
438,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G1,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,4.863764132,
439,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G8,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,7.230912149,
440,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A8,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,4.059012161,
441,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E5,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,5.227163312,
442,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E11,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,7.13593848,
443,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H12,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,7.074521576,
444,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B9,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,8.172256294,
445,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C7,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,8.222252415,
446,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D6,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,7.098127884,
447,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G7,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,7.509664335,
448,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C9,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,8.38538115,
449,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F8,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,7.677526856,
450,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F12,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,7.941618412,
451,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G6,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,7.21958857,
452,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A7,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,5.061826419,
453,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B6,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,5.81685218,
454,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C8,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,6.717564712,
455,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E10,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,7.495260019,
456,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,A5,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,5.129885592,
457,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B8,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,5.904639368,
458,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C12,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,6.515727082,
459,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D11,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,5.871639933,
460,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B11,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,7.391684092,
461,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D8,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,5.579216563,
462,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F5,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,5.618750203,
463,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H8,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,8.075322177,
464,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,B1,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,8.729492022,
465,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E7,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,7.97400759,
466,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F3,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,7.022797259,
467,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,F4,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,7.155230737,
468,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C1,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,6.543882573,
469,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C10,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,7.396524049,
470,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H3,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,7.316190422,
471,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H11,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,7.386563467,
472,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,C11,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,7.682580968,
473,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E3,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,2.414530173,
474,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E8,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,4.267012733,
475,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G11,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,4.169471697,
476,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,D7,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,5.538958025,
477,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,E12,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,6.792212134,
478,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,G2,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,6.026335094,
479,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 24,18,H9,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,6.9983802,
480,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A11,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,1,300,1,4.957305668,
481,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B10,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,3,300,1,5.631502678,
482,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F10,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,2,300,1,6.863752111,
483,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G12,25,4.5,25,3.0,1.0,0.625,3.5,0.0,0.3,3.0,4,300,1,8.584232839,
484,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B5,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,5.99431152,
485,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C6,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,7.118471047,
486,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F9,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,7.220180456,
487,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H10,26,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,7.967821617,
488,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A1,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,1,300,1,7.174284383,
489,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A9,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,3,300,1,6.958398005,
490,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C2,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,2,300,1,7.485133074,
491,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G4,27,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,6.0,4,300,1,8.667546288,
492,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C3,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,8.256239584,
493,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C4,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,7.127082704,
494,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E1,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,7.154500695,
495,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H4,28,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,7.973934117,
496,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E2,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,6.862391854,
497,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F7,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,7.23314005,
498,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F11,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,7.493194863,
499,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G3,29,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,7.60782709,
500,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A6,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,6.031886815,
501,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D9,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,8.784176635,
502,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E9,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,8.489910096,
503,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H2,30,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,9.967967282,
504,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A12,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,1,300,1,6.754777937,
505,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B2,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,2,300,1,6.330691638,
506,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D2,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,4,300,1,8.257768741,
507,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H5,31,4.5,25,3.0,1.0,1.0,3.5,0.0,0.6,3.0,3,300,1,9.565278233,
508,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E4,32,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,0.0,3,300,1,5.451035892,
509,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F6,32,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,0.0,1,300,1,7.297576822,
510,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H7,32,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,0.0,2,300,1,8.155554648,
511,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B7,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,6.333391459,
512,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E6,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,7.70221995,
513,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F1,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,8.632698589,
514,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G9,33,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,8.832699973,
515,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A3,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,5.362948002,
516,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C5,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,6.080534566,
517,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D5,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,6.654263113,
518,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H6,34,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,10.08131878,
519,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D3,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,6.408833652,
520,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D4,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,4.903083335,
521,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D12,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,7.37847062,
522,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H1,35,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,7.858638766,
523,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B4,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,2,300,1,6.337424973,
524,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B12,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,3,300,1,8.09075833,
525,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F2,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,4,300,1,8.821971414,
526,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G10,36,4.5,25,3.0,1.0,1.375,3.5,0.0,0.3,3.0,1,300,1,9.197956738,
527,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A4,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,4.382282495,
528,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B3,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,5.446861678,
529,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D1,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,6.75278528,
530,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G5,37,4.5,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,9.030928203,
531,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A2,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,6.660199475,
532,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D10,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,9.552646627,
533,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G1,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,8.19746128,
534,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G8,38,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,8.466188962,
535,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A8,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,3.290797213,
536,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E5,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,5.384362103,
537,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E11,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,7.755700255,
538,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H12,39,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,8.806656833,
539,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B9,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,6.504509877,
540,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C7,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,5.942349302,
541,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D6,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,7.379774664,
542,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G7,40,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,8.651765775,
543,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C9,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,8.035569344,
544,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F8,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,8.662352406,
545,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F12,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,8.995047152,
546,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G6,41,4.0,35,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,8.887208825,
547,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A7,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,6.879976342,
548,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B6,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,7.596817662,
549,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C8,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,7.229418079,
550,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E10,42,3.75,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,7.681324715,
551,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,A5,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,1.762615628,
552,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B8,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,3.968443385,
553,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C12,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,8.208231358,
554,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D11,43,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,8.306099432,
555,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B11,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,3,300,1,5.851103336,
556,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D8,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,1,300,1,6.958028905,
557,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F5,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,4,300,1,6.691854385,
558,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H8,44,4.5,25,3.0,1.0,1.0,3.5,0.0,0.0,3.0,2,300,1,7.299200173,
559,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,B1,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,2,300,1,1.890045994,
560,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E7,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,3,300,1,3.237407013,
561,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F3,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,4,300,1,3.853870656,
562,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,F4,45,4.5,15,3.0,1.0,0.5,3.5,0.0,0.0,0.0,1,300,1,4.726970718,
563,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C1,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,1,300,1,3.058165809,
564,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C10,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,4,300,1,5.621763271,
565,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H3,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,2,300,1,6.95846857,
566,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H11,46,4.5,15,3.0,1.0,0.625,3.5,0.0,0.0,0.0,3,300,1,7.573291625,
567,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,C11,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,2,300,1,6.076178031,
568,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E3,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,3,300,1,4.601507032,
569,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E8,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,4,300,1,5.786996931,
570,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G11,47,4.5,15,3.0,1.0,1.0,3.5,0.0,0.0,0.0,1,300,1,7.563127207,
571,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,D7,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,4,300,1,8.046389447,
572,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,E12,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,3,300,1,8.251345641,
573,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,G2,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,2,300,1,8.902086777,
574,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 25,18,H9,48,4.5,35,3.0,1.0,1.25,3.5,0.0,0.5,0.0,1,300,1,9.327408248,
