,Inoculum size (cell/ml),COD (g/L),Oil and grease (g/L),TKN,Olive oil (%),Glucose (g/L),Crude glycerol (%),Tween 20 (%),Tween 80 (%),Peptone (g/L),Ammonium sulfate (g/L),Yeast extract (g/L),Urea (g /L),Total nitrogen (g/L),Mono- sodium glutam ate (g/l),Di- potassium hydrogen phosphat e (g/l),Magnesium chloride (g/l),Iron(III) chloride (g/l),Potassium Di-hydrogen phosphate (g/l),Calcium chloride (g/l),Sodium chloride (g/l),Temp (C),Shakin g rate (rpm),pH,Time (h),Biomass (g/l),Reference year
202,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,5.46,2020
203,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,5.27,2020
204,100000000.0,30.3,0.99,0.0,0,0,0.372,0,0,0,0.0,0,0.0,0.36,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,2.36,2020
205,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,2.88,2020
206,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,3.37,2020
207,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,3.82,2020
208,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,3.37,2020
209,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,69,4.36,2020
210,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,4.36,2020
211,100000000.0,30.3,0.99,0.0,0,0,0.372,0,0,0,0.0,0,0.0,0.36,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,2.0,2020
212,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,2.73,2020
213,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,3.78,2020
214,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,4.36,2020
215,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,5.0,2020
216,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,6.55,2020
217,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,6.18,2020
218,100000000.0,30.3,0.99,0.0,0,0,0.372,0,0,0,0.0,0,0.0,0.36,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,2.55,2020
219,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,2.91,2020
220,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,3.46,2020
221,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,4.55,2020
222,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,4.73,2020
223,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,5.82,2020
224,100000000.0,101.0,5.61,0.0,0,0,2.108,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,5.82,2020
225,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,,2020
226,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,2.09,2020
227,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,2.64,2020
228,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,3.09,2020
229,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,3.27,2020
230,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,3.36,2020
231,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,3.55,2020
232,100000000.0,10.1,0.33,0.0,0,0,0.124,0,0,0,0.0,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,0.73,2020
233,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,2.0,2020
234,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,2.64,2020
235,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,3.82,2020
236,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,3.82,2020
237,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,4.91,2020
238,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,4.09,2020
239,100000000.0,10.1,0.33,0.0,0,0,0.124,0,0,0,0.0,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,0.73,2020
240,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,2.18,2020
241,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,2.45,2020
242,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,3.18,2020
243,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,3.45,2020
244,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,3.91,2020
245,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,3.55,2020
246,100000000.0,10.1,0.33,0.0,0,0,0.124,0,0,0,0.0,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,0.73,2020
247,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,1.64,2020
248,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,2.09,2020
249,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,3.82,2020
250,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,4.09,2020
251,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,4.36,2020
252,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,3.82,2020
253,100000000.0,10.1,0.33,0.0,0,0,0.124,0,0,0,0.0,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,0,0.82,2020
254,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,12,1.91,2020
255,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,24,2.45,2020
256,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,36,3.18,2020
257,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,48,3.64,2020
258,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,60,4.0,2020
259,100000000.0,101.0,3.3,0.0,0,0,1.24,0,0,0,0.0,0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0,30,140,6.0,72,4.55,2020
260,100000000.0,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,0,0.05,2019
261,,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,12,1.0,2019
262,,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,24,2.0,2019
263,,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,36,2.53,2019
264,,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,48,2.63,2019
265,,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,60,2.79,2019
266,,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,3.14,2019
267,10000000.0,112.96,0.28,0.0,0,0,2.0,0,0,0,0.0,0,0.0,1.223,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,0,0.05,2019
268,,112.96,0.28,0.0,0,0,2.0,0,0,0,0.0,0,0.0,1.223,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,12,1.21,2019
269,,112.96,0.28,0.0,0,0,2.0,0,0,0,0.0,0,0.0,1.223,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,24,2.58,2019
270,,112.96,0.28,0.0,0,0,2.0,0,0,0,0.0,0,0.0,1.223,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,36,3.32,2019
271,,112.96,0.28,0.0,0,0,2.0,0,0,0,0.0,0,0.0,1.223,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,48,3.68,2019
272,,112.96,0.28,0.0,0,0,2.0,0,0,0,0.0,0,0.0,1.223,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,60,4.36,2019
273,,112.96,0.28,0.0,0,0,2.0,0,0,0,0.0,0,0.0,1.223,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,4.83,2019
274,10000000.0,44.0,0.28,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,0,0.05,2019
275,,44.0,0.28,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,12,1.1,2019
276,,44.0,0.28,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,24,2.2,2019
277,,44.0,0.28,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,36,3.85,2019
278,,44.0,0.28,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,48,3.6,2019
279,,44.0,0.28,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,60,3.7,2019
280,,44.0,0.28,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,4.4,2019
281,10000000.0,44.0,0.28,0.0,0,0,0.0,0,2,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,0,0.05,2019
282,,44.0,0.28,0.0,0,0,0.0,0,2,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,12,1.15,2019
283,,44.0,0.28,0.0,0,0,0.0,0,2,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,24,2.13,2019
284,,44.0,0.28,0.0,0,0,0.0,0,2,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,36,2.58,2019
285,,44.0,0.28,0.0,0,0,0.0,0,2,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,48,3.25,2019
286,,44.0,0.28,0.0,0,0,0.0,0,2,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,60,3.88,2019
287,,44.0,0.28,0.0,0,0,0.0,0,2,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,4.75,2019
288,10000000.0,44.0,0.28,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,3.05,2019
289,10000000.0,44.0,0.28,0.0,0,0,0.012,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,3.82,2019
290,10000000.0,44.0,0.28,0.0,0,0,0.12,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,3.73,2019
291,10000000.0,44.0,0.28,0.0,0,0,1.2,0,0,0,0.0,0,0.0,1.2,1,0.8,0.5,0.01,0.2,0.05,5,30,140,6.0,72,4.55,2019
292,250000000.0,0.0,0.0,0.0,0,0,4.6,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,0,0.9,2017
293,250000000.0,0.0,0.0,0.0,0,0,4.9,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,12,2.73,2017
294,250000000.0,0.0,0.0,0.0,0,0,4.45,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,24,4.43,2017
295,250000000.0,0.0,0.0,0.0,0,0,4.175,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,36,6.59,2017
296,250000000.0,0.0,0.0,0.0,0,0,3.95,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,48,8.71,2017
297,250000000.0,0.0,0.0,0.0,0,0,3.4,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,60,9.09,2017
298,250000000.0,0.0,0.0,0.0,0,0,3.0,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,72,10.68,2017
299,250000000.0,0.0,0.0,0.0,0,0,2.23,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,96,13.86,2017
300,250000000.0,0.0,0.0,0.0,0,0,2.47,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,120,12.57,2017
301,250000000.0,0.0,0.0,0.0,5,0,4.6,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,0,1.0,2017
302,250000000.0,0.0,0.0,0.0,5,0,5.0,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,12,4.5,2017
303,250000000.0,0.0,0.0,0.0,5,0,4.11,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,24,7.5,2017
304,250000000.0,0.0,0.0,0.0,5,0,3.84,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,36,9.25,2017
305,250000000.0,0.0,0.0,0.0,5,0,3.65,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,48,14.25,2017
306,250000000.0,0.0,0.0,0.0,5,0,3.26,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,60,17.0,2017
307,250000000.0,0.0,0.0,0.0,5,0,2.9,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,72,19.0,2017
308,250000000.0,0.0,0.0,0.0,5,0,2.07,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,96,20.5,2017
309,250000000.0,0.0,0.0,0.0,5,0,1.3,0,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,120,22.0,2017
310,250000000.0,0.0,0.0,0.0,0,0,4.0,5,0,0,1.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,28,180,6.5,0,,2017
